title,shift_id,reporter_id,field_agent_id,handling_team,contact_id,location,category,sub_category,description,status,procedure_definition_id,logs,involved_entities,resources_used,procedure_steps,summary,notifications_sent,closed_at,closed_by,id,created_date,updated_date,created_by_id,created_by,is_sample
"אירוע #47Z3ES1G","null","68306aee157222eb321f6d20","null","[]","null","{""""latitude"""":31.253,""""longitude"""":34.7915,""""location_id"""":""""6832b1cb6016491cb38e079a"""",""""description"""":""""מתחם דרום"""",""""address"""":null}","6832b1cb6016491cb38e07b6","6832bc74bcc45ae65cd90213","","open","6832b1cb6016491cb38e07b3","[{""""timestamp"""":""""2025-05-30T14:22:11.832Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""השלם שלב בנוהל: \""""עדכון יומן בדיקות\"""""""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-30T14:22:21.825Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""מיקום האירוע עודכן: מתחם דרום."""",""""tagged_entities"""":[]}]","[]","[]","[{""""step_id"""":""""1"""",""""title"""":""""בדיקת מצלמות אבטחה"""",""""description"""":""""וידוא תקינות כל המצלמות ואיכות התמונה"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""2"""",""""title"""":""""בדיקת מערכות אזעקה"""",""""description"""":""""בדיקת תקינות חיישנים ומערכות גילוי"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""3"""",""""title"""":""""דיווח תקלות (במידה ונמצאו)"""",""""description"""":""""מילוי טופס דיווח תקלה עבור כל ציוד שאינו תקין"""",""""is_required"""":false,""""step_type"""":""""form"""",""""form_id"""":""""6832b1cb6016491cb38e07af"""",""""document_url"""":null,""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""4"""",""""title"""":""""עדכון יומן בדיקות"""",""""description"""":""""רישום תוצאות הבדיקה ביומן המעקב"""",""""is_required"""":true,""""step_type"""":""""text"""",""""form_id"""":null,""""document_url"""":null,""""completed"""":true,""""completed_at"""":""""2025-05-30T14:22:11.423Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":"""""""",""""form_submission_id"""":null}]","null","[]","null","null","6839bd4c09c621009fc21312","2025-05-30T14:14:36","2025-05-30T14:22:22.077000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
"אירוע #8F7ETTWK","null","68306aee157222eb321f6d20","null","[]","null","null","6832fd9a3d1c7d7414f11046","6832fdaf8ba18b770d2c70d4","","open","6832fedf3d1c7d7414f11982","[{""""timestamp"""":""""2025-05-30T15:22:02.011Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""הגיש טופס \""""מרכיבי ביטחון מוס״ח\"""" עבור שלב: \""""מילוי טופס בסיסי\"""" (ביצוע נוסף)"""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-30T15:22:06.459Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""הגיש טופס \""""מרכיבי ביטחון מוס״ח\"""" עבור שלב: \""""מילוי טופס בסיסי\"""" (ביצוע נוסף)"""",""""tagged_entities"""":[]}]","[]","[]","[{""""step_id"""":""""1"""",""""title"""":""""מילוי טופס בסיסי"""",""""description"""":"""""""",""""is_required"""":true,""""step_type"""":""""form"""",""""form_id"""":""""6832fe618fd6aab289817880"""",""""document_url"""":null,""""allow_multiple_executions"""":true,""""executions"""":[{""""execution_id"""":""""exec_1748618521710_8khn1apnd"""",""""completed"""":true,""""completed_at"""":""""2025-05-30T15:22:01.710Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":""""טופס מרכיבי ביטחון מוס״ח הוגש/עודכן."""",""""form_submission_id"""":null},{""""execution_id"""":""""exec_1748618526131_eiyllmnqy"""",""""completed"""":true,""""completed_at"""":""""2025-05-30T15:22:06.131Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":""""טופס מרכיבי ביטחון מוס״ח הוגש/עודכן."""",""""form_submission_id"""":null}],""""completed"""":true,""""completed_at"""":""""2025-05-30T15:22:01.710Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":"""""""",""""form_submission_id"""":null}]","null","[]","null","null","6839cd123afca89c4a08ce69","2025-05-30T15:21:54.440000","2025-05-30T15:22:06.835000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
"אירוע #O1C0VDAK","null","68306aee157222eb321f6d20","null","[]","null","null","6830809f3ac0d103302a591e","683441360d029d861c721de5","","open","6832b1cb6016491cb38e07b2","[]","[]","[]","[{""""step_id"""":""""1"""",""""title"""":""""זיהוי ראשוני של האירוע"""",""""description"""":""""וידוא שמדובר באירוע חדירה ולא באזעקת שווא"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""2"""",""""title"""":""""דיווח מיידי למוקד"""",""""description"""":""""דיווח טלפוני למוקד הבקרה בתוך 60 שניות"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""3"""",""""title"""":""""מילוי דוח אירוע מהיר"""",""""description"""":""""מילוי טופס דיווח מהיר לתיעוד ראשוני"""",""""is_required"""":true,""""step_type"""":""""form"""",""""form_id"""":""""6832b1cb6016491cb38e07af"""",""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""4"""",""""title"""":""""בידוד האזור"""",""""description"""":""""סגירת גישות לאזור החדירה ומניעת כניסה נוספת"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""5"""",""""title"""":""""תיעוד ראיות"""",""""description"""":""""צילום והקלטת ראיות באזור החדירה"""",""""is_required"""":true,""""step_type"""":""""document"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""6"""",""""title"""":""""דיווח למשטרה (במידת הצורך)"""",""""description"""":""""קביעה האם נדרש דיווח למשטרה והכנת הדיווח"""",""""is_required"""":false,""""step_type"""":""""text"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null}]","null","[]","null","null","6839cd6f930aa295663da760","2025-05-30T15:23:27.563000","2025-05-30T15:23:30.192000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
"אירוע #S1NTCNJM","null","68306aee157222eb321f6d20","null","[]","null","null","6830809f3ac0d103302a591e","683441360d029d861c721de5","","open","6832b1cb6016491cb38e07b2","[{""""timestamp"""":""""2025-05-31T17:45:57.807Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""השלם שלב בנוהל: \""""דיווח למשטרה (במידת הצורך)\"""""""",""""tagged_entities"""":[]}]","[]","[]","[{""""step_id"""":""""1"""",""""title"""":""""זיהוי ראשוני של האירוע"""",""""description"""":""""וידוא שמדובר באירוע חדירה ולא באזעקת שווא"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""2"""",""""title"""":""""דיווח מיידי למוקד"""",""""description"""":""""דיווח טלפוני למוקד הבקרה בתוך 60 שניות"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""3"""",""""title"""":""""מילוי דוח אירוע מהיר"""",""""description"""":""""מילוי טופס דיווח מהיר לתיעוד ראשוני"""",""""is_required"""":true,""""step_type"""":""""form"""",""""form_id"""":""""6832b1cb6016491cb38e07af"""",""""document_url"""":null,""""allow_multiple_executions"""":true,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""4"""",""""title"""":""""בידוד האזור"""",""""description"""":""""סגירת גישות לאזור החדירה ומניעת כניסה נוספת"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""5"""",""""title"""":""""תיעוד ראיות"""",""""description"""":""""צילום והקלטת ראיות באזור החדירה"""",""""is_required"""":true,""""step_type"""":""""document"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""6"""",""""title"""":""""דיווח למשטרה (במידת הצורך)"""",""""description"""":""""קביעה האם נדרש דיווח למשטרה והכנת הדיווח"""",""""is_required"""":false,""""step_type"""":""""text"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":true,""""completed_at"""":""""2025-05-31T17:45:56.987Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":"""""""",""""form_submission_id"""":null}]","null","[]","null","null","6839cda68ce4262acbd26d38","2025-05-30T15:24:22.317000","2025-05-31T17:45:58.151000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
"אירוע #Z7XWA8XW","null","68306aee157222eb321f6d20","null","[]","null","null","683b97d13a737f6caaa91cce","683b97e75c9658330c329c82","","open","683b979920f7871778e24315","[{""""timestamp"""":""""2025-06-01T07:37:18.254Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""השלים שלב בנוהל: \""""בחירת אתר בנייה\"""" (הערות: רשומה \""""undefined\"""" מסוג \""""אנשים\"""" נבחרה.) (נבחרה רשומה: undefined מסוג אנשים)"""",""""tagged_entities"""":[]}]","[]","[]","[{""""step_id"""":""""1"""",""""title"""":""""בחירת אתר בנייה"""",""""description"""":"""""""",""""is_required"""":true,""""step_type"""":""""custom_data_record_selection"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[{""""execution_id"""":""""exec_1748763437590_2i5jcv2o9"""",""""completed"""":true,""""completed_at"""":""""2025-06-01T07:37:17.590Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":""""רשומה \""""undefined\"""" מסוג \""""אנשים\"""" נבחרה."""",""""form_submission_id"""":null}],""""completed"""":true,""""completed_at"""":""""2025-06-01T07:37:17.590Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":""""רשומה \""""undefined\"""" מסוג \""""אנשים\"""" נבחרה."""",""""form_submission_id"""":null},{""""step_id"""":""""2"""",""""title"""":"""""""",""""description"""":"""""""",""""is_required"""":false,""""step_type"""":""""form"""",""""form_id"""":""""6832acf0b65daf35aebca179"""",""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""3"""",""""title"""":""""סיכום"""",""""description"""":"""""""",""""is_required"""":false,""""step_type"""":""""text"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null}]","null","[]","null","null","683b97f7524145662b5d2d50","2025-05-31T23:59:51.627000","2025-06-01T07:37:18.781000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
"אירוע #JSMHOR4C","null","68306aee157222eb321f6d20","null","[]","null","{""""latitude"""":31.7685,""""longitude"""":35.2135,""""location_id"""":""""6832b1cb6016491cb38e079b"""",""""description"""":""""אזור חניה A"""",""""address"""":null}","683b97d13a737f6caaa91cce","683b97e75c9658330c329c82","","open","683b979920f7871778e24315","[{""""timestamp"""":""""2025-06-01T06:20:31.672Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""השלם שלב בנוהל: \""""סיכום\"""""""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-06-01T06:46:14.515Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""מיקום האירוע עודכן: אזור חניה A."""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-06-01T07:29:24.597Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""השלים שלב בנוהל: \""""בחירת אתר בנייה\"""" (הערות: רשומה \""""undefined\"""" מסוג \""""אנשים\"""" נבחרה.) (נבחרה רשומה: undefined מסוג אנשים)"""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-06-01T07:29:51.009Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""השלים שלב בנוהל: \""""בחירת אתר בנייה\"""" (הערות: רשומה \""""undefined\"""" מסוג \""""אנשים\"""" נבחרה.) (נבחרה רשומה: undefined מסוג אנשים)"""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-06-01T07:37:00.352Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""השלים שלב בנוהל: \""""בחירת אתר בנייה\"""" (הערות: רשומה \""""undefined\"""" מסוג \""""אנשים\"""" נבחרה.) (נבחרה רשומה: undefined מסוג אנשים)"""",""""tagged_entities"""":[]}]","[]","[]","[{""""step_id"""":""""1"""",""""title"""":""""בחירת אתר בנייה"""",""""description"""":"""""""",""""is_required"""":true,""""step_type"""":""""custom_data_record_selection"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[{""""execution_id"""":""""exec_1748763420008_q3i3p72o9"""",""""completed"""":true,""""completed_at"""":""""2025-06-01T07:37:00.008Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":""""רשומה \""""undefined\"""" מסוג \""""אנשים\"""" נבחרה."""",""""form_submission_id"""":null}],""""completed"""":true,""""completed_at"""":""""2025-06-01T07:37:00.008Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":""""רשומה \""""undefined\"""" מסוג \""""אנשים\"""" נבחרה."""",""""form_submission_id"""":null},{""""step_id"""":""""2"""",""""title"""":""""הכנס פרטי פועל"""",""""description"""":"""""""",""""is_required"""":false,""""step_type"""":""""form"""",""""form_id"""":""""6832acf0b65daf35aebca179"""",""""document_url"""":null,""""allow_multiple_executions"""":true,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""3"""",""""title"""":""""סיכום"""",""""description"""":"""""""",""""is_required"""":false,""""step_type"""":""""text"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":true,""""completed_at"""":""""2025-06-01T06:20:30.915Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":"""""""",""""form_submission_id"""":null}]","null","[]","null","null","683bed473a737f6caaac29fd","2025-06-01T06:03:51.733000","2025-06-01T07:37:00.843000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
"אירוע #361716L9","null","68306aee157222eb321f6d20","null","[]","null","null","683b97d13a737f6caaa91cce","683b97e75c9658330c329c82","","open","683b979920f7871778e24315","[{""""timestamp"""":""""2025-06-01T07:39:37.187Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""השלים שלב בנוהל: \""""בחירת אתר בנייה\"""" (הערות: רשומה \""""undefined\"""" מסוג \""""אתרי בנייה\"""" נבחרה.) (נבחרה רשומה: undefined מסוג אתרי בנייה)"""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-06-01T07:41:00.766Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""השלים שלב בנוהל: \""""בחירת אתר בנייה\"""" (הערות: רשומה \""""undefined\"""" מסוג \""""אתרי בנייה\"""" נבחרה.) (נבחרה רשומה: undefined מסוג אתרי בנייה)"""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-06-01T07:41:29.094Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""השלים שלב בנוהל: \""""בחירת אתר בנייה\"""" (הערות: רשומה \""""undefined\"""" מסוג \""""אתרי בנייה\"""" נבחרה.) (נבחרה רשומה: undefined מסוג אתרי בנייה)"""",""""tagged_entities"""":[]}]","[]","[]","[{""""step_id"""":""""1"""",""""title"""":""""בחירת אתר בנייה"""",""""description"""":"""""""",""""is_required"""":true,""""step_type"""":""""custom_data_record_selection"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[{""""execution_id"""":""""exec_1748763688726_cgje7ld28"""",""""completed"""":true,""""completed_at"""":""""2025-06-01T07:41:28.726Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":""""רשומה \""""undefined\"""" מסוג \""""אתרי בנייה\"""" נבחרה."""",""""form_submission_id"""":null}],""""completed"""":true,""""completed_at"""":""""2025-06-01T07:41:28.726Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":""""רשומה \""""undefined\"""" מסוג \""""אתרי בנייה\"""" נבחרה."""",""""form_submission_id"""":null},{""""step_id"""":""""2"""",""""title"""":""""הכנס פרטי פועל"""",""""description"""":"""""""",""""is_required"""":false,""""step_type"""":""""form"""",""""form_id"""":""""6832acf0b65daf35aebca179"""",""""document_url"""":null,""""allow_multiple_executions"""":true,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""3"""",""""title"""":""""סיכום"""",""""description"""":"""""""",""""is_required"""":false,""""step_type"""":""""text"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null}]","null","[]","null","null","683c037d3a737f6caaacc046","2025-06-01T07:38:37.126000","2025-06-01T07:41:29.594000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
"אירוע #11XS419F","null","68306aee157222eb321f6d20","null","[]","null","null","683b97d13a737f6caaa91cce","683b97e75c9658330c329c82","","open","683b979920f7871778e24315","[{""""timestamp"""":""""2025-06-01T08:28:51.003Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""השלים שלב בנוהל: \""""בחירת אתר בנייה\"""" (הערות: רשומה \""""undefined\"""" מסוג \""""אתרי בנייה\"""" נבחרה.) (נבחרה רשומה: undefined מסוג אתרי בנייה)"""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-06-01T08:29:06.421Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""השלים שלב בנוהל: \""""סיכום\"""""""",""""tagged_entities"""":[]}]","[]","[]","[{""""step_id"""":""""1"""",""""title"""":""""בחירת אתר בנייה"""",""""description"""":"""""""",""""is_required"""":true,""""step_type"""":""""custom_data_record_selection"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[{""""execution_id"""":""""exec_1748766530653_k59nw6je3"""",""""completed"""":true,""""completed_at"""":""""2025-06-01T08:28:50.653Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":""""רשומה \""""undefined\"""" מסוג \""""אתרי בנייה\"""" נבחרה."""",""""form_submission_id"""":null}],""""completed"""":true,""""completed_at"""":""""2025-06-01T08:28:50.653Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":""""רשומה \""""undefined\"""" מסוג \""""אתרי בנייה\"""" נבחרה."""",""""form_submission_id"""":null},{""""step_id"""":""""2"""",""""title"""":""""הכנס פרטי פועל"""",""""description"""":"""""""",""""is_required"""":false,""""step_type"""":""""form"""",""""form_id"""":""""6832acf0b65daf35aebca179"""",""""document_url"""":null,""""allow_multiple_executions"""":true,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""3"""",""""title"""":""""סיכום"""",""""description"""":"""""""",""""is_required"""":false,""""step_type"""":""""text"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[{""""execution_id"""":""""exec_1748766545846_xngle1t26"""",""""completed"""":true,""""completed_at"""":""""2025-06-01T08:29:05.846Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":"""""""",""""form_submission_id"""":null}],""""completed"""":true,""""completed_at"""":""""2025-06-01T08:29:05.846Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":"""""""",""""form_submission_id"""":null}]","null","[]","null","null","683c0f3a3a737f6caaad09d0","2025-06-01T08:28:42.745000","2025-06-01T08:29:07.009000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
"אירוע #XM43XLLE","null","68306aee157222eb321f6d20","null","[]","null","null","6830809f3ac0d103302a591e","683441360d029d861c721de5","","open","6832b1cb6016491cb38e07b2","[]","[]","[]","[{""""step_id"""":""""1"""",""""title"""":""""זיהוי ראשוני של האירוע"""",""""description"""":""""וידוא שמדובר באירוע חדירה ולא באזעקת שווא"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""2"""",""""title"""":""""דיווח מיידי למוקד"""",""""description"""":""""דיווח טלפוני למוקד הבקרה בתוך 60 שניות"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""3"""",""""title"""":""""מילוי דוח אירוע מהיר"""",""""description"""":""""מילוי טופס דיווח מהיר לתיעוד ראשוני"""",""""is_required"""":true,""""step_type"""":""""form"""",""""form_id"""":""""6832b1cb6016491cb38e07af"""",""""document_url"""":null,""""allow_multiple_executions"""":true,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""4"""",""""title"""":""""בידוד האזור"""",""""description"""":""""סגירת גישות לאזור החדירה ומניעת כניסה נוספת"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""5"""",""""title"""":""""תיעוד ראיות"""",""""description"""":""""צילום והקלטת ראיות באזור החדירה"""",""""is_required"""":true,""""step_type"""":""""document"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""6"""",""""title"""":""""דיווח למשטרה (במידת הצורך)"""",""""description"""":""""קביעה האם נדרש דיווח למשטרה והכנת הדיווח"""",""""is_required"""":false,""""step_type"""":""""text"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null}]","null","[]","null","null","683c3b743a737f6caaae6a03","2025-06-01T11:37:24.859000","2025-06-01T11:37:27.917000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
"אירוע #BB7XYXC1","null","68306aee157222eb321f6d20","null","[]","null","null","683b97d13a737f6caaa91cce","683b97e75c9658330c329c82","","open","683b979920f7871778e24315","[]","[]","[]","[{""""step_id"""":""""1"""",""""title"""":""""בחירת אתר בנייה"""",""""description"""":"""""""",""""is_required"""":true,""""step_type"""":""""custom_data_record_selection"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""2"""",""""title"""":""""הכנס פרטי פועל"""",""""description"""":"""""""",""""is_required"""":false,""""step_type"""":""""form"""",""""form_id"""":""""6832acf0b65daf35aebca179"""",""""document_url"""":null,""""allow_multiple_executions"""":true,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""3"""",""""title"""":""""סיכום"""",""""description"""":"""""""",""""is_required"""":false,""""step_type"""":""""text"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null}]","null","[]","null","null","683c3d515c9658330c34a0ce","2025-06-01T11:45:21.993000","2025-06-01T11:45:24.538000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
